#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-3165	4.00	hsa-mir-3165	4.00	4.00	0.24
hsa-miR-3166	9.00	hsa-mir-3166	9.00	9.00	0.55
hsa-miR-3167	3.00	hsa-mir-3167	3.00	3.00	0.18
hsa-miR-3168	0.00	hsa-mir-3168	0.00	0	0
hsa-miR-3169	0.00	hsa-mir-3169	0.00	0	0
hsa-miR-3170	4.00	hsa-mir-3170	4.00	4.00	0.24
hsa-miR-3171	0.00	hsa-mir-3171	0.00	0	0
hsa-miR-3173-5p	10.00	hsa-mir-3173	10.00	10.00	0.61
hsa-miR-3173-3p	3.00	hsa-mir-3173	3.00	3.00	0.18
hsa-miR-3174	13.00	hsa-mir-3174	13.00	13.00	0.79
hsa-miR-3175	3.00	hsa-mir-3175	3.00	3.00	0.18
hsa-miR-3176	1143.00	hsa-mir-3176	1143.00	1143.00	69.71
hsa-miR-3177-5p	9.00	hsa-mir-3177	9.00	9.00	0.55
hsa-miR-3177-3p	54.00	hsa-mir-3177	54.00	54.00	3.29
hsa-miR-3178	0.00	hsa-mir-3178	0.00	0	0
hsa-miR-3179	2.00	hsa-mir-3179-1	2.00	2.00	0.12
hsa-miR-3179	2.00	hsa-mir-3179-2	2.00	2.00	0.12
hsa-miR-3179	2.00	hsa-mir-3179-3	2.00	2.00	0.12
hsa-miR-3179	2.00	hsa-mir-3179-4	2.00	2.00	0.12
hsa-miR-3180-5p	1332.00	hsa-mir-3180-1	1332.00	1332.00	81.24
hsa-miR-3180-3p	4624.00	hsa-mir-3180-1	4624.00	4624.00	282.03
hsa-miR-3180	4624.00	hsa-mir-3180-1	4624.00	4624.00	282.03
hsa-miR-3180-5p	1332.00	hsa-mir-3180-2	1332.00	1332.00	81.24
hsa-miR-3180-3p	4624.00	hsa-mir-3180-2	4624.00	4624.00	282.03
hsa-miR-3180	4624.00	hsa-mir-3180-2	4624.00	4624.00	282.03
hsa-miR-3180-5p	1332.00	hsa-mir-3180-3	1332.00	1332.00	81.24
hsa-miR-3180-3p	4624.00	hsa-mir-3180-3	4624.00	4624.00	282.03
hsa-miR-3180	4624.00	hsa-mir-3180-3	4624.00	4624.00	282.03
hsa-miR-3180-3p	4624.00	hsa-mir-3180-4	4624.00	4624.00	282.03
hsa-miR-3180	4624.00	hsa-mir-3180-4	4624.00	4624.00	282.03
hsa-miR-3180-3p	4624.00	hsa-mir-3180-5	4624.00	4624.00	282.03
hsa-miR-3180	4624.00	hsa-mir-3180-5	4624.00	4624.00	282.03
hsa-miR-3181	7.00	hsa-mir-3181	7.00	7.00	0.43
hsa-miR-3182	0.00	hsa-mir-3182	0.00	0	0
hsa-miR-3183	4.00	hsa-mir-3183	4.00	4.00	0.24
hsa-miR-3184-5p	0.00	hsa-mir-3184	0.00	0	0
hsa-miR-3184-3p	1.00	hsa-mir-3184	1.00	1.00	0.06
hsa-miR-3185	0.00	hsa-mir-3185	0.00	0	0
hsa-miR-3186-5p	0.00	hsa-mir-3186	0.00	0	0
hsa-miR-3186-3p	0.00	hsa-mir-3186	0.00	0	0
hsa-miR-3187-5p	9.00	hsa-mir-3187	9.00	9.00	0.55
hsa-miR-3187-3p	78.00	hsa-mir-3187	78.00	78.00	4.76
hsa-miR-3188	4.00	hsa-mir-3188	4.00	4.00	0.24
hsa-miR-3189-5p	0.00	hsa-mir-3189	0.00	0	0
hsa-miR-3189-3p	1.00	hsa-mir-3189	1.00	1.00	0.06
hsa-miR-3190-5p	0.00	hsa-mir-3190	0.00	0	0
hsa-miR-3190-3p	4.00	hsa-mir-3190	4.00	4.00	0.24
hsa-miR-3191-5p	0.00	hsa-mir-3191	0.00	0	0
hsa-miR-3191-3p	2.00	hsa-mir-3191	2.00	2.00	0.12
hsa-miR-3192-5p	5.00	hsa-mir-3192	5.00	5.00	0.30
hsa-miR-3192-3p	1.00	hsa-mir-3192	1.00	1.00	0.06
hsa-miR-3193	1.00	hsa-mir-3193	1.00	1.00	0.06
hsa-miR-3194-5p	492.00	hsa-mir-3194	492.00	492.00	30.01
hsa-miR-3194-3p	101.00	hsa-mir-3194	101.00	101.00	6.16
hsa-miR-3195	0.00	hsa-mir-3195	0.00	0	0
hsa-miR-3196	8.00	hsa-mir-3196	8.00	8.00	0.49
hsa-miR-3197	0.00	hsa-mir-3197	0.00	0	0
hsa-miR-3198	0.00	hsa-mir-3198-1	0.00	0	0
hsa-miR-3198	0.00	hsa-mir-3198-2	0.00	0	0
hsa-miR-3199	6.00	hsa-mir-3199-1	6.00	6.00	0.37
hsa-miR-3199	6.00	hsa-mir-3199-2	6.00	6.00	0.37
hsa-miR-32-5p	572.00	hsa-mir-32	572.00	572.00	34.89
hsa-miR-32-3p	384.00	hsa-mir-32	384.00	384.00	23.42
hsa-miR-3200-5p	1.00	hsa-mir-3200	1.00	1.00	0.06
hsa-miR-3200-3p	70.00	hsa-mir-3200	70.00	70.00	4.27
hsa-miR-3201	0.00	hsa-mir-3201	0.00	0	0
hsa-miR-3202	0.00	hsa-mir-3202-1	0.00	0	0
hsa-miR-3202	0.00	hsa-mir-3202-2	0.00	0	0
hsa-miR-320a-5p	6.00	hsa-mir-320a	6.00	6.00	0.37
hsa-miR-320a-3p	16164.00	hsa-mir-320a	16164.00	16164.00	985.88
hsa-miR-320b	920.00	hsa-mir-320b-1	920.00	920.00	56.11
hsa-miR-320b	934.00	hsa-mir-320b-2	934.00	934.00	56.97
hsa-miR-320c	232.00	hsa-mir-320c-1	232.00	232.00	14.15
hsa-miR-320c	238.00	hsa-mir-320c-2	238.00	238.00	14.52
hsa-miR-320d	114.00	hsa-mir-320d-1	114.00	114.00	6.95
hsa-miR-320d	106.00	hsa-mir-320d-2	106.00	106.00	6.47
hsa-miR-320e	3.00	hsa-mir-320e	3.00	3.00	0.18
hsa-miR-323a-5p	0.00	hsa-mir-323a	0.00	0	0
hsa-miR-323a-3p	4.00	hsa-mir-323a	4.00	4.00	0.24
hsa-miR-323b-5p	0.00	hsa-mir-323b	0.00	0	0
hsa-miR-323b-3p	16.00	hsa-mir-323b	16.00	16.00	0.98
hsa-miR-324-5p	561.00	hsa-mir-324	561.00	561.00	34.22
hsa-miR-324-3p	838.00	hsa-mir-324	838.00	838.00	51.11
hsa-miR-325	0.00	hsa-mir-325	0.00	0	0
hsa-miR-326	142.00	hsa-mir-326	142.00	142.00	8.66
hsa-miR-328-5p	5.00	hsa-mir-328	5.00	5.00	0.30
hsa-miR-328-3p	540.00	hsa-mir-328	540.00	540.00	32.94
hsa-miR-329-5p	0.00	hsa-mir-329-1	0.00	0	0
hsa-miR-329-3p	3.00	hsa-mir-329-1	3.00	3.00	0.18
hsa-miR-329-5p	0.00	hsa-mir-329-2	0.00	0	0
hsa-miR-329-3p	3.00	hsa-mir-329-2	3.00	3.00	0.18
hsa-miR-330-5p	2249.00	hsa-mir-330	2249.00	2249.00	137.17
hsa-miR-330-3p	414.00	hsa-mir-330	414.00	414.00	25.25
hsa-miR-331-5p	239.00	hsa-mir-331	239.00	239.00	14.58
hsa-miR-331-3p	1599.00	hsa-mir-331	1599.00	1599.00	97.53
hsa-miR-335-5p	200.00	hsa-mir-335	200.00	200.00	12.20
hsa-miR-335-3p	729.00	hsa-mir-335	729.00	729.00	44.46
hsa-miR-337-5p	0.00	hsa-mir-337	0.00	0	0
hsa-miR-337-3p	0.00	hsa-mir-337	0.00	0	0
hsa-miR-338-5p	110.00	hsa-mir-338	110.00	110.00	6.71
hsa-miR-338-3p	532.00	hsa-mir-338	532.00	532.00	32.45
hsa-miR-339-5p	1119.00	hsa-mir-339	1119.00	1119.00	68.25
hsa-miR-339-3p	2846.00	hsa-mir-339	2846.00	2846.00	173.58
hsa-miR-33a-5p	135.00	hsa-mir-33a	135.00	135.00	8.23
hsa-miR-33a-3p	40.00	hsa-mir-33a	40.00	40.00	2.44
hsa-miR-33b-5p	58.00	hsa-mir-33b	58.00	58.00	3.54
hsa-miR-33b-3p	692.00	hsa-mir-33b	692.00	692.00	42.21
hsa-miR-340-5p	5507.00	hsa-mir-340	5507.00	5507.00	335.88
hsa-miR-340-3p	335.00	hsa-mir-340	335.00	335.00	20.43
hsa-miR-342-5p	29.00	hsa-mir-342	29.00	29.00	1.77
hsa-miR-342-3p	963.00	hsa-mir-342	963.00	963.00	58.74
hsa-miR-345-5p	13376.00	hsa-mir-345	13376.00	13376.00	815.83
hsa-miR-345-3p	10.00	hsa-mir-345	10.00	10.00	0.61
hsa-miR-346	2.00	hsa-mir-346	2.00	2.00	0.12
hsa-miR-34a-5p	7773.00	hsa-mir-34a	7773.00	7773.00	474.09
hsa-miR-34a-3p	278.00	hsa-mir-34a	278.00	278.00	16.96
hsa-miR-34b-5p	14.00	hsa-mir-34b	14.00	14.00	0.85
hsa-miR-34b-3p	8.00	hsa-mir-34b	8.00	8.00	0.49
hsa-miR-34c-5p	139.00	hsa-mir-34c	139.00	139.00	8.48
hsa-miR-34c-3p	2.00	hsa-mir-34c	2.00	2.00	0.12
hsa-miR-3529-5p	0.00	hsa-mir-3529	0.00	0	0
hsa-miR-3529-3p	0.00	hsa-mir-3529	0.00	0	0
hsa-miR-3605-5p	477.00	hsa-mir-3605	477.00	477.00	29.09
hsa-miR-3605-3p	567.00	hsa-mir-3605	567.00	567.00	34.58
hsa-miR-3606-5p	0.00	hsa-mir-3606	0.00	0	0
hsa-miR-3606-3p	0.00	hsa-mir-3606	0.00	0	0
hsa-miR-3609	62.00	hsa-mir-3609	62.00	62.00	3.78
hsa-miR-361-5p	3344.00	hsa-mir-361	3344.00	3344.00	203.96
hsa-miR-361-3p	2846.00	hsa-mir-361	2846.00	2846.00	173.58
hsa-miR-3610	1.00	hsa-mir-3610	1.00	1.00	0.06
hsa-miR-3611	11.00	hsa-mir-3611	11.00	11.00	0.67
hsa-miR-3612	0.00	hsa-mir-3612	0.00	0	0
hsa-miR-3613-5p	93.00	hsa-mir-3613	93.00	93.00	5.67
hsa-miR-3613-3p	21.00	hsa-mir-3613	21.00	21.00	1.28
hsa-miR-3614-5p	33.00	hsa-mir-3614	33.00	33.00	2.01
hsa-miR-3614-3p	1.00	hsa-mir-3614	1.00	1.00	0.06
hsa-miR-3615	659.00	hsa-mir-3615	659.00	659.00	40.19
hsa-miR-3616-5p	0.00	hsa-mir-3616	0.00	0	0
hsa-miR-3616-3p	0.00	hsa-mir-3616	0.00	0	0
hsa-miR-3617-5p	2.00	hsa-mir-3617	2.00	2.00	0.12
hsa-miR-3617-3p	3.00	hsa-mir-3617	3.00	3.00	0.18
hsa-miR-3618	0.00	hsa-mir-3618	0.00	0	0
hsa-miR-3619-5p	23.00	hsa-mir-3619	23.00	23.00	1.40
hsa-miR-3619-3p	0.00	hsa-mir-3619	0.00	0	0
hsa-miR-362-5p	532.00	hsa-mir-362	532.00	532.00	32.45
hsa-miR-362-3p	32.00	hsa-mir-362	32.00	32.00	1.95
hsa-miR-3620-5p	8.00	hsa-mir-3620	8.00	8.00	0.49
hsa-miR-3620-3p	41.00	hsa-mir-3620	41.00	41.00	2.50
hsa-miR-3621	0.00	hsa-mir-3621	0.00	0	0
hsa-miR-3622a-5p	0.00	hsa-mir-3622a	0.00	0	0
hsa-miR-3622a-3p	0.00	hsa-mir-3622a	0.00	0	0
hsa-miR-3622b-5p	0.00	hsa-mir-3622b	0.00	0	0
hsa-miR-3622b-3p	1.00	hsa-mir-3622b	1.00	1.00	0.06
hsa-miR-363-5p	0.00	hsa-mir-363	0.00	0	0
hsa-miR-363-3p	208.00	hsa-mir-363	208.00	208.00	12.69
hsa-miR-3646	0.00	hsa-mir-3646	0.00	0	0
hsa-miR-3648	1.00	hsa-mir-3648-1	1.00	1.00	0.06
hsa-miR-3648	1.00	hsa-mir-3648-2	1.00	1.00	0.06
hsa-miR-3649	0.00	hsa-mir-3649	0.00	0	0
hsa-miR-3650	0.00	hsa-mir-3650	0.00	0	0
hsa-miR-3651	49.00	hsa-mir-3651	49.00	49.00	2.99
hsa-miR-3652	0.00	hsa-mir-3652	0.00	0	0
hsa-miR-3654	0.00	hsa-mir-3654	0.00	0	0
hsa-miR-3655	0.00	hsa-mir-3655	0.00	0	0
hsa-miR-3657	0.00	hsa-mir-3657	0.00	0	0
hsa-miR-3658	0.00	hsa-mir-3658	0.00	0	0
hsa-miR-3659	0.00	hsa-mir-3659	0.00	0	0
hsa-miR-365a-5p	21.00	hsa-mir-365a	21.00	21.00	1.28
hsa-miR-365a-3p	1517.00	hsa-mir-365a	1517.00	1517.00	92.53
hsa-miR-365b-3p	1517.00	hsa-mir-365a	1517.00	1517.00	92.53
hsa-miR-365a-3p	1517.00	hsa-mir-365b	1517.00	1517.00	92.53
hsa-miR-365b-5p	58.00	hsa-mir-365b	58.00	58.00	3.54
hsa-miR-365b-3p	1517.00	hsa-mir-365b	1517.00	1517.00	92.53
hsa-miR-3660	26.00	hsa-mir-3660	26.00	26.00	1.59
hsa-miR-3661	30.00	hsa-mir-3661	30.00	30.00	1.83
hsa-miR-3662	2.00	hsa-mir-3662	2.00	2.00	0.12
hsa-miR-3663-5p	2.00	hsa-mir-3663	2.00	2.00	0.12
hsa-miR-3663-3p	3.00	hsa-mir-3663	3.00	3.00	0.18
hsa-miR-3664-5p	0.00	hsa-mir-3664	0.00	0	0
hsa-miR-3664-3p	0.00	hsa-mir-3664	0.00	0	0
hsa-miR-3665	0.00	hsa-mir-3665	0.00	0	0
hsa-miR-3666	0.00	hsa-mir-3666	0.00	0	0
hsa-miR-3667-5p	0.00	hsa-mir-3667	0.00	0	0
hsa-miR-3667-3p	0.00	hsa-mir-3667	0.00	0	0
hsa-miR-3668	0.00	hsa-mir-3668	0.00	0	0
hsa-miR-367-5p	0.00	hsa-mir-367	0.00	0	0
hsa-miR-367-3p	0.00	hsa-mir-367	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-1	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-2	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-3	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-4	0.00	0	0
hsa-miR-3671	0.00	hsa-mir-3671	0.00	0	0
hsa-miR-3672	0.00	hsa-mir-3672	0.00	0	0
hsa-miR-3674	0.00	hsa-mir-3674	0.00	0	0
hsa-miR-3675-5p	0.00	hsa-mir-3675	0.00	0	0
hsa-miR-3675-3p	0.00	hsa-mir-3675	0.00	0	0
hsa-miR-3677-5p	1.00	hsa-mir-3677	1.00	1.00	0.06
hsa-miR-3677-3p	369.00	hsa-mir-3677	369.00	369.00	22.51
hsa-miR-3678-5p	1.00	hsa-mir-3678	1.00	1.00	0.06
hsa-miR-3678-3p	0.00	hsa-mir-3678	0.00	0	0
hsa-miR-3679-5p	16.00	hsa-mir-3679	16.00	16.00	0.98
hsa-miR-3679-3p	5.00	hsa-mir-3679	5.00	5.00	0.30
hsa-miR-3680-5p	2.00	hsa-mir-3680-1	2.00	2.00	0.12
hsa-miR-3680-3p	0.00	hsa-mir-3680-1	0.00	0	0
hsa-miR-3680-5p	2.00	hsa-mir-3680-2	2.00	2.00	0.12
hsa-miR-3680-3p	0.00	hsa-mir-3680-2	0.00	0	0
hsa-miR-3681-5p	78.00	hsa-mir-3681	78.00	78.00	4.76
hsa-miR-3681-3p	0.00	hsa-mir-3681	0.00	0	0
hsa-miR-3682-5p	0.00	hsa-mir-3682	0.00	0	0
hsa-miR-3682-3p	3.00	hsa-mir-3682	3.00	3.00	0.18
hsa-miR-3683	0.00	hsa-mir-3683	0.00	0	0
hsa-miR-3684	7.00	hsa-mir-3684	7.00	7.00	0.43
hsa-miR-3685	6.00	hsa-mir-3685	6.00	6.00	0.37
hsa-miR-3686	0.00	hsa-mir-3686	0.00	0	0
hsa-miR-3688-5p	0.00	hsa-mir-3688-1	0.00	0	0
hsa-miR-3688-3p	4.00	hsa-mir-3688-1	4.00	4.00	0.24
hsa-miR-3688-5p	0.00	hsa-mir-3688-2	0.00	0	0
hsa-miR-3688-3p	4.00	hsa-mir-3688-2	4.00	4.00	0.24
hsa-miR-3689a-5p	1.00	hsa-mir-3689a	1.00	1.00	0.06
hsa-miR-3689a-3p	0.00	hsa-mir-3689a	0.00	0	0
hsa-miR-3689b-5p	1.00	hsa-mir-3689a	1.00	1.00	0.06
hsa-miR-3689e	1.00	hsa-mir-3689a	1.00	1.00	0.06
hsa-miR-3689a-5p	1.00	hsa-mir-3689b	1.00	1.00	0.06
hsa-miR-3689b-5p	1.00	hsa-mir-3689b	1.00	1.00	0.06
hsa-miR-3689b-3p	0.00	hsa-mir-3689b	0.00	0	0
hsa-miR-3689c	0.00	hsa-mir-3689b	0.00	0	0
hsa-miR-3689e	1.00	hsa-mir-3689b	1.00	1.00	0.06
hsa-miR-3689a-3p	0.00	hsa-mir-3689c	0.00	0	0
hsa-miR-3689b-3p	0.00	hsa-mir-3689c	0.00	0	0
hsa-miR-3689c	0.00	hsa-mir-3689c	0.00	0	0
hsa-miR-3689d	0.00	hsa-mir-3689d-1	0.00	0	0
hsa-miR-3689d	0.00	hsa-mir-3689d-2	0.00	0	0
hsa-miR-3689a-5p	1.00	hsa-mir-3689e	1.00	1.00	0.06
hsa-miR-3689b-5p	1.00	hsa-mir-3689e	1.00	1.00	0.06
hsa-miR-3689e	1.00	hsa-mir-3689e	1.00	1.00	0.06
hsa-miR-3689f	3.00	hsa-mir-3689f	3.00	3.00	0.18
hsa-miR-369-5p	9.00	hsa-mir-369	9.00	9.00	0.55
hsa-miR-369-3p	11.00	hsa-mir-369	11.00	11.00	0.67
hsa-miR-3690	0.00	hsa-mir-3690-1	0.00	0	0
hsa-miR-3690	0.00	hsa-mir-3690-2	0.00	0	0
hsa-miR-3691-5p	33.00	hsa-mir-3691	33.00	33.00	2.01
hsa-miR-3691-3p	1.00	hsa-mir-3691	1.00	1.00	0.06
hsa-miR-3692-5p	0.00	hsa-mir-3692	0.00	0	0
hsa-miR-3692-3p	0.00	hsa-mir-3692	0.00	0	0
hsa-miR-370-5p	0.00	hsa-mir-370	0.00	0	0
hsa-miR-370-3p	0.00	hsa-mir-370	0.00	0	0
hsa-miR-3713	0.00	hsa-mir-3713	0.00	0	0
hsa-miR-3714	0.00	hsa-mir-3714	0.00	0	0
hsa-miR-371a-5p	2.00	hsa-mir-371a	2.00	2.00	0.12
hsa-miR-371a-3p	0.00	hsa-mir-371a	0.00	0	0
hsa-miR-371b-5p	0.00	hsa-mir-371b	0.00	0	0
hsa-miR-371b-3p	0.00	hsa-mir-371b	0.00	0	0
hsa-miR-372-5p	0.00	hsa-mir-372	0.00	0	0
hsa-miR-372-3p	1.00	hsa-mir-372	1.00	1.00	0.06
hsa-miR-373-5p	0.00	hsa-mir-373	0.00	0	0
hsa-miR-373-3p	10.00	hsa-mir-373	10.00	10.00	0.61
hsa-miR-374a-5p	2601.00	hsa-mir-374a	2601.00	2601.00	158.64
hsa-miR-374a-3p	6168.00	hsa-mir-374a	6168.00	6168.00	376.20
hsa-miR-374b-5p	629.00	hsa-mir-374b	629.00	629.00	38.36
hsa-miR-374b-3p	425.00	hsa-mir-374b	425.00	425.00	25.92
hsa-miR-374c-5p	0.00	hsa-mir-374c	0.00	0	0
hsa-miR-374c-3p	0.00	hsa-mir-374c	0.00	0	0
hsa-miR-375-5p	0.00	hsa-mir-375	0.00	0	0
hsa-miR-375-3p	28.00	hsa-mir-375	28.00	28.00	1.71
hsa-miR-376a-5p	6.00	hsa-mir-376a-1	6.00	6.00	0.37
hsa-miR-376a-3p	2.00	hsa-mir-376a-1	2.00	2.00	0.12
hsa-miR-376a-3p	2.00	hsa-mir-376a-2	2.00	2.00	0.12
hsa-miR-376a-2-5p	0.00	hsa-mir-376a-2	0.00	0	0
hsa-miR-376b-5p	0.00	hsa-mir-376b	0.00	0	0
hsa-miR-376b-3p	3.00	hsa-mir-376b	3.00	3.00	0.18
hsa-miR-376c-5p	0.00	hsa-mir-376c	0.00	0	0
hsa-miR-376c-3p	9.00	hsa-mir-376c	9.00	9.00	0.55
hsa-miR-377-5p	1.00	hsa-mir-377	1.00	1.00	0.06
hsa-miR-377-3p	2.00	hsa-mir-377	2.00	2.00	0.12
hsa-miR-378a-5p	255.00	hsa-mir-378a	255.00	255.00	15.55
hsa-miR-378a-3p	49477.00	hsa-mir-378a	49477.00	49477.00	3017.71
hsa-miR-378b	3.00	hsa-mir-378b	3.00	3.00	0.18
hsa-miR-378c	1968.00	hsa-mir-378c	1968.00	1968.00	120.03
hsa-miR-378d	352.00	hsa-mir-378d-1	352.00	352.00	21.47
hsa-miR-378d	361.00	hsa-mir-378d-2	361.00	361.00	22.02
hsa-miR-378e	2.00	hsa-mir-378e	2.00	2.00	0.12
hsa-miR-378f	24.00	hsa-mir-378f	24.00	24.00	1.46
hsa-miR-378g	20.00	hsa-mir-378g	20.00	20.00	1.22
hsa-miR-378h	1.00	hsa-mir-378h	1.00	1.00	0.06
hsa-miR-378i	18.00	hsa-mir-378i	18.00	18.00	1.10
hsa-miR-378j	0.00	hsa-mir-378j	0.00	0	0
hsa-miR-379-5p	4.00	hsa-mir-379	4.00	4.00	0.24
hsa-miR-379-3p	1.00	hsa-mir-379	1.00	1.00	0.06
hsa-miR-380-5p	0.00	hsa-mir-380	0.00	0	0
hsa-miR-380-3p	0.00	hsa-mir-380	0.00	0	0
hsa-miR-381-5p	0.00	hsa-mir-381	0.00	0	0
hsa-miR-381-3p	136.00	hsa-mir-381	136.00	136.00	8.29
hsa-miR-382-5p	0.00	hsa-mir-382	0.00	0	0
hsa-miR-382-3p	0.00	hsa-mir-382	0.00	0	0
hsa-miR-383-5p	5.00	hsa-mir-383	5.00	5.00	0.30
hsa-miR-383-3p	1.00	hsa-mir-383	1.00	1.00	0.06
hsa-miR-384	0.00	hsa-mir-384	0.00	0	0
hsa-miR-3907	0.00	hsa-mir-3907	0.00	0	0
hsa-miR-3908	0.00	hsa-mir-3908	0.00	0	0
hsa-miR-3909	117.00	hsa-mir-3909	117.00	117.00	7.14
hsa-miR-3910	0.00	hsa-mir-3910-1	0.00	0	0
hsa-miR-3910	0.00	hsa-mir-3910-2	0.00	0	0
hsa-miR-3911	5.00	hsa-mir-3911	5.00	5.00	0.30
hsa-miR-3912-5p	0.00	hsa-mir-3912	0.00	0	0
hsa-miR-3912-3p	72.00	hsa-mir-3912	72.00	72.00	4.39
hsa-miR-3913-5p	19.00	hsa-mir-3913-1	19.00	19.00	1.16
hsa-miR-3913-3p	0.00	hsa-mir-3913-1	0.00	0	0
hsa-miR-3913-5p	19.00	hsa-mir-3913-2	19.00	19.00	1.16
hsa-miR-3913-3p	0.00	hsa-mir-3913-2	0.00	0	0
hsa-miR-3914	0.00	hsa-mir-3914-1	0.00	0	0
hsa-miR-3914	0.00	hsa-mir-3914-2	0.00	0	0
hsa-miR-3915	0.00	hsa-mir-3915	0.00	0	0
hsa-miR-3916	21.00	hsa-mir-3916	21.00	21.00	1.28
hsa-miR-3917	2.00	hsa-mir-3917	2.00	2.00	0.12
hsa-miR-3918	1.00	hsa-mir-3918	1.00	1.00	0.06
hsa-miR-3919	0.00	hsa-mir-3919	0.00	0	0
hsa-miR-3920	3.00	hsa-mir-3920	3.00	3.00	0.18
hsa-miR-3921	0.00	hsa-mir-3921	0.00	0	0
hsa-miR-3922-5p	0.00	hsa-mir-3922	0.00	0	0
hsa-miR-3922-3p	0.00	hsa-mir-3922	0.00	0	0
hsa-miR-3923	0.00	hsa-mir-3923	0.00	0	0
hsa-miR-3924	0.00	hsa-mir-3924	0.00	0	0
hsa-miR-3925-5p	0.00	hsa-mir-3925	0.00	0	0
hsa-miR-3925-3p	0.00	hsa-mir-3925	0.00	0	0
hsa-miR-3926	0.00	hsa-mir-3926-1	0.00	0	0
hsa-miR-3926	0.00	hsa-mir-3926-2	0.00	0	0
hsa-miR-3927-5p	0.00	hsa-mir-3927	0.00	0	0
hsa-miR-3927-3p	0.00	hsa-mir-3927	0.00	0	0
hsa-miR-3928-5p	0.00	hsa-mir-3928	0.00	0	0
hsa-miR-3928-3p	14.00	hsa-mir-3928	14.00	14.00	0.85
hsa-miR-3929	7.00	hsa-mir-3929	7.00	7.00	0.43
hsa-miR-3934-5p	37.00	hsa-mir-3934	37.00	37.00	2.26
hsa-miR-3934-3p	1.00	hsa-mir-3934	1.00	1.00	0.06
hsa-miR-3935	130.00	hsa-mir-3935	130.00	130.00	7.93
hsa-miR-3936	0.00	hsa-mir-3936	0.00	0	0
hsa-miR-3937	0.00	hsa-mir-3937	0.00	0	0
hsa-miR-3938	1.00	hsa-mir-3938	1.00	1.00	0.06
hsa-miR-3939	27.00	hsa-mir-3939	27.00	27.00	1.65
hsa-miR-3940-5p	3.00	hsa-mir-3940	3.00	3.00	0.18
hsa-miR-3940-3p	69.00	hsa-mir-3940	69.00	69.00	4.21
hsa-miR-3941	0.00	hsa-mir-3941	0.00	0	0
hsa-miR-3942-5p	24.00	hsa-mir-3942	24.00	24.00	1.46
hsa-miR-3942-3p	23.00	hsa-mir-3942	23.00	23.00	1.40
hsa-miR-3943	0.00	hsa-mir-3943	0.00	0	0
hsa-miR-3944-5p	6.00	hsa-mir-3944	6.00	6.00	0.37
hsa-miR-3944-3p	14.00	hsa-mir-3944	14.00	14.00	0.85
hsa-miR-3945	14.00	hsa-mir-3945	14.00	14.00	0.85
hsa-miR-3960	79.00	hsa-mir-3960	79.00	79.00	4.82
hsa-miR-3972	0.00	hsa-mir-3972	0.00	0	0
hsa-miR-3973	0.00	hsa-mir-3973	0.00	0	0
hsa-miR-3974	0.00	hsa-mir-3974	0.00	0	0
hsa-miR-3975	0.00	hsa-mir-3975	0.00	0	0
hsa-miR-3976	0.00	hsa-mir-3976	0.00	0	0
hsa-miR-3977	0.00	hsa-mir-3977	0.00	0	0
hsa-miR-3978	0.00	hsa-mir-3978	0.00	0	0
hsa-miR-409-5p	14.00	hsa-mir-409	14.00	14.00	0.85
hsa-miR-409-3p	160.00	hsa-mir-409	160.00	160.00	9.76
hsa-miR-410-5p	0.00	hsa-mir-410	0.00	0	0
hsa-miR-410-3p	139.00	hsa-mir-410	139.00	139.00	8.48
hsa-miR-411-5p	250.00	hsa-mir-411	250.00	250.00	15.25
hsa-miR-411-3p	1.00	hsa-mir-411	1.00	1.00	0.06
hsa-miR-412-5p	5.00	hsa-mir-412	5.00	5.00	0.30
hsa-miR-412-3p	0.00	hsa-mir-412	0.00	0	0
hsa-miR-421	3159.00	hsa-mir-421	3159.00	3159.00	192.67
hsa-miR-422a	13.00	hsa-mir-422a	13.00	13.00	0.79
hsa-miR-423-5p	23786.00	hsa-mir-423	23786.00	23786.00	1450.76
hsa-miR-423-3p	52413.00	hsa-mir-423	52413.00	52413.00	3196.79
hsa-miR-424-5p	1923.00	hsa-mir-424	1923.00	1923.00	117.29
hsa-miR-424-3p	1959.00	hsa-mir-424	1959.00	1959.00	119.48
hsa-miR-425-5p	18899.00	hsa-mir-425	18899.00	18899.00	1152.69
hsa-miR-425-3p	1877.00	hsa-mir-425	1877.00	1877.00	114.48
hsa-miR-4251	0.00	hsa-mir-4251	0.00	0	0
hsa-miR-4252	0.00	hsa-mir-4252	0.00	0	0
hsa-miR-4253	0.00	hsa-mir-4253	0.00	0	0
hsa-miR-4254	4.00	hsa-mir-4254	4.00	4.00	0.24
hsa-miR-4255	0.00	hsa-mir-4255	0.00	0	0
hsa-miR-4256	0.00	hsa-mir-4256	0.00	0	0
hsa-miR-4257	0.00	hsa-mir-4257	0.00	0	0
hsa-miR-4258	0.00	hsa-mir-4258	0.00	0	0
hsa-miR-4259	0.00	hsa-mir-4259	0.00	0	0
hsa-miR-4260	0.00	hsa-mir-4260	0.00	0	0
hsa-miR-4261	0.00	hsa-mir-4261	0.00	0	0
