#miRNA	read_count
hsa-miR-650	0
hsa-miR-6500-5p	0
hsa-miR-6501-3p	0
hsa-miR-6502-5p	0
hsa-miR-6502-3p	0
hsa-miR-6503-5p	0
hsa-miR-6503-3p	0
hsa-miR-6504-5p	0
hsa-miR-6504-3p	0
hsa-miR-6505-5p	0
hsa-miR-6506-5p	0
hsa-miR-6506-3p	0
hsa-miR-6507-3p	0
hsa-miR-6508-5p	0
hsa-miR-6509-3p	0
hsa-miR-651-5p	0
hsa-miR-651-3p	0
hsa-miR-6510-5p	0
hsa-miR-6512-5p	0
hsa-miR-6512-3p	0
hsa-miR-6513-3p	0
hsa-miR-6514-3p	0
hsa-miR-6529-5p	0
hsa-miR-6529-3p	0
hsa-miR-653-3p	0
hsa-miR-655-3p	0
hsa-miR-656-5p	0
hsa-miR-657	0
hsa-miR-661	0
hsa-miR-662	0
hsa-miR-665	0
hsa-miR-668-5p	0
hsa-miR-668-3p	0
hsa-miR-670-5p	0
hsa-miR-670-3p	0
hsa-miR-6715a-3p	0
hsa-miR-6715b-5p	0
hsa-miR-6715b-3p	0
hsa-miR-6716-5p	0
hsa-miR-6717-5p	0
hsa-miR-6718-5p	0
hsa-miR-6719-3p	0
hsa-miR-6721-5p	0
hsa-miR-6722-5p	0
hsa-miR-6722-3p	0
hsa-miR-6728-3p	0
hsa-miR-6731-5p	0
hsa-miR-6732-5p	0
hsa-miR-6732-3p	0
hsa-miR-6736-3p	0
hsa-miR-6739-5p	0
hsa-miR-6741-5p	0
hsa-miR-6743-5p	0
hsa-miR-6744-3p	0
hsa-miR-6745	0
hsa-miR-6746-5p	0
hsa-miR-6747-5p	0
hsa-miR-6750-5p	0
hsa-miR-6752-5p	0
hsa-miR-6752-3p	0
hsa-miR-6753-5p	0
hsa-miR-6753-3p	0
hsa-miR-6754-5p	0
hsa-miR-6754-3p	0
hsa-miR-6755-5p	0
hsa-miR-6755-3p	0
hsa-miR-6756-5p	0
hsa-miR-6758-5p	0
hsa-miR-6759-3p	0
hsa-miR-676-5p	0
hsa-miR-676-3p	0
hsa-miR-6760-5p	0
hsa-miR-6760-3p	0
hsa-miR-6762-5p	0
hsa-miR-6764-5p	0
hsa-miR-6765-5p	0
hsa-miR-6766-5p	0
hsa-miR-6767-3p	0
hsa-miR-6768-3p	0
hsa-miR-6769a-5p	0
hsa-miR-6769a-3p	0
hsa-miR-6769b-5p	0
hsa-miR-6771-5p	0
hsa-miR-6771-3p	0
hsa-miR-6772-5p	0
hsa-miR-6773-5p	0
hsa-miR-6773-3p	0
hsa-miR-6774-5p	0
hsa-miR-6774-3p	0
hsa-miR-6775-5p	0
hsa-miR-6776-5p	0
hsa-miR-6776-3p	0
hsa-miR-6778-5p	0
hsa-miR-6779-5p	0
hsa-miR-6779-3p	0
hsa-miR-6780a-3p	0
hsa-miR-6780b-5p	0
hsa-miR-6782-5p	0
hsa-miR-6784-5p	0
hsa-miR-6784-3p	0
hsa-miR-6785-5p	0
hsa-miR-6785-3p	0
hsa-miR-6786-5p	0
hsa-miR-6787-5p	0
hsa-miR-6787-3p	0
hsa-miR-6788-5p	0
hsa-miR-6788-3p	0
hsa-miR-6790-3p	0
hsa-miR-6791-5p	0
hsa-miR-6792-5p	0
hsa-miR-6792-3p	0
hsa-miR-6793-5p	0
hsa-miR-6794-5p	0
hsa-miR-6794-3p	0
hsa-miR-6796-5p	0
hsa-miR-6796-3p	0
hsa-miR-6798-5p	0
hsa-miR-6799-5p	0
hsa-miR-6800-5p	0
hsa-miR-6801-5p	0
hsa-miR-6803-5p	0
hsa-miR-6806-5p	0
hsa-miR-6807-5p	0
hsa-miR-6808-5p	0
hsa-miR-6808-3p	0
hsa-miR-6809-5p	0
hsa-miR-6809-3p	0
hsa-miR-6811-5p	0
hsa-miR-6811-3p	0
hsa-miR-6812-5p	0
hsa-miR-6813-3p	0
hsa-miR-6814-5p	0
hsa-miR-6815-5p	0
hsa-miR-6815-3p	0
hsa-miR-6816-5p	0
hsa-miR-6816-3p	0
hsa-miR-6817-5p	0
hsa-miR-6817-3p	0
hsa-miR-6818-3p	0
hsa-miR-6819-5p	0
hsa-miR-6821-5p	0
hsa-miR-6821-3p	0
hsa-miR-6822-3p	0
hsa-miR-6823-3p	0
hsa-miR-6824-5p	0
hsa-miR-6825-3p	0
hsa-miR-6827-5p	0
hsa-miR-6827-3p	0
hsa-miR-6828-5p	0
hsa-miR-6828-3p	0
hsa-miR-6829-5p	0
hsa-miR-6829-3p	0
hsa-miR-6830-3p	0
hsa-miR-6831-5p	0
hsa-miR-6831-3p	0
hsa-miR-6832-5p	0
hsa-miR-6832-3p	0
hsa-miR-6833-5p	0
hsa-miR-6834-5p	0
hsa-miR-6834-3p	0
hsa-miR-6835-5p	0
hsa-miR-6835-3p	0
hsa-miR-6837-5p	0
hsa-miR-6838-3p	0
hsa-miR-6839-5p	0
hsa-miR-6839-3p	0
hsa-miR-6841-5p	0
hsa-miR-6841-3p	0
hsa-miR-6842-5p	0
hsa-miR-6843-3p	0
hsa-miR-6846-5p	0
hsa-miR-6846-3p	0
hsa-miR-6847-3p	0
hsa-miR-6848-5p	0
hsa-miR-6848-3p	0
hsa-miR-6849-5p	0
hsa-miR-6849-3p	0
hsa-miR-6851-3p	0
hsa-miR-6852-3p	0
hsa-miR-6853-5p	0
hsa-miR-6854-5p	0
hsa-miR-6854-3p	0
hsa-miR-6855-3p	0
hsa-miR-6856-5p	0
hsa-miR-6856-3p	0
hsa-miR-6857-5p	0
hsa-miR-6858-3p	0
hsa-miR-6860	0
hsa-miR-6861-5p	0
hsa-miR-6861-3p	0
hsa-miR-6863	0
hsa-miR-6864-5p	0
hsa-miR-6864-3p	0
hsa-miR-6865-3p	0
hsa-miR-6866-5p	0
hsa-miR-6867-5p	0
hsa-miR-6867-3p	0
hsa-miR-6868-5p	0
hsa-miR-6870-5p	0
hsa-miR-6870-3p	0
hsa-miR-6873-5p	0
hsa-miR-6874-5p	0
hsa-miR-6874-3p	0
hsa-miR-6876-3p	0
hsa-miR-6878-3p	0
hsa-miR-6879-5p	0
hsa-miR-6880-5p	0
hsa-miR-6880-3p	0
hsa-miR-6881-5p	0
hsa-miR-6882-3p	0
hsa-miR-6883-5p	0
hsa-miR-6884-5p	0
hsa-miR-6888-5p	0
hsa-miR-6890-3p	0
hsa-miR-6891-3p	0
hsa-miR-6892-3p	0
hsa-miR-6893-5p	0
hsa-miR-6893-3p	0
hsa-miR-7106-3p	0
hsa-miR-7109-3p	0
hsa-miR-711	0
hsa-miR-7110-5p	0
hsa-miR-7110-3p	0
hsa-miR-7112-5p	0
hsa-miR-7113-5p	0
hsa-miR-7113-3p	0
hsa-miR-7150	0
hsa-miR-7151-5p	0
hsa-miR-7151-3p	0
hsa-miR-7152-5p	0
hsa-miR-7152-3p	0
hsa-miR-7153-5p	0
hsa-miR-7153-3p	0
hsa-miR-7154-5p	0
hsa-miR-7154-3p	0
hsa-miR-7155-5p	0
hsa-miR-7156-5p	0
hsa-miR-7156-3p	0
hsa-miR-7157-5p	0
hsa-miR-7157-3p	0
hsa-miR-7158-5p	0
hsa-miR-7158-3p	0
hsa-miR-7159-5p	0
hsa-miR-7159-3p	0
hsa-miR-7160-5p	0
hsa-miR-7160-3p	0
hsa-miR-7161-5p	0
hsa-miR-7161-3p	0
hsa-miR-7162-5p	0
hsa-miR-7162-3p	0
hsa-miR-718	0
hsa-miR-7515	0
hsa-miR-758-5p	0
hsa-miR-759	0
hsa-miR-761	0
hsa-miR-762	0
hsa-miR-764	0
hsa-miR-770-5p	0
hsa-miR-7702	0
hsa-miR-7843-5p	0
hsa-miR-7843-3p	0
hsa-miR-7844-5p	0
hsa-miR-7847-3p	0
hsa-miR-7848-3p	0
hsa-miR-7849-3p	0
hsa-miR-7850-5p	0
hsa-miR-7852-3p	0
hsa-miR-7853-5p	0
hsa-miR-7855-5p	0
hsa-miR-7856-5p	0
hsa-miR-7973	0
hsa-miR-7973	0
hsa-miR-7975	0
hsa-miR-7978	0
hsa-miR-802	0
hsa-miR-8052	0
hsa-miR-8053	0
hsa-miR-8054	0
hsa-miR-8055	0
hsa-miR-8056	0
hsa-miR-8057	0
hsa-miR-8058	0
hsa-miR-8059	0
hsa-miR-8060	0
hsa-miR-8061	0
hsa-miR-8062	0
hsa-miR-8063	0
hsa-miR-8064	0
hsa-miR-8065	0
hsa-miR-8066	0
hsa-miR-8067	0
hsa-miR-8068	0
hsa-miR-8069	0
hsa-miR-8069	0
hsa-miR-8070	0
hsa-miR-8071	0
hsa-miR-8071	0
hsa-miR-8073	0
hsa-miR-8074	0
hsa-miR-8075	0
hsa-miR-8076	0
hsa-miR-8077	0
hsa-miR-8078	0
hsa-miR-8079	0
hsa-miR-8080	0
hsa-miR-8081	0
hsa-miR-8082	0
hsa-miR-8083	0
hsa-miR-8084	0
hsa-miR-8085	0
hsa-miR-8086	0
hsa-miR-8087	0
hsa-miR-8088	0
hsa-miR-8089	0
hsa-miR-875-5p	0
hsa-miR-875-3p	0
hsa-miR-885-3p	0
hsa-miR-887-5p	0
hsa-miR-888-3p	0
hsa-miR-890	0
hsa-miR-891a-3p	0
hsa-miR-891b	0
hsa-miR-892b	0
hsa-miR-892c-5p	0
hsa-miR-892c-3p	0
hsa-miR-920	0
hsa-miR-921	0
hsa-miR-922	0
hsa-miR-924	0
hsa-miR-92a-2-5p	0
hsa-miR-934	0
hsa-miR-936	0
hsa-miR-938	0
hsa-miR-944	0
hsa-miR-9500	0
hsa-miR-9718	0
hsa-miR-9851-5p	0
hsa-miR-9851-3p	0
hsa-miR-9898	0
hsa-miR-9900	0
hsa-miR-9902	0
hsa-miR-9902	0
hsa-miR-9983-3p	0
