#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-3161	0.00	hsa-mir-3161	0.00	0	0
hsa-miR-3162-5p	3.00	hsa-mir-3162	3.00	3.00	0.16
hsa-miR-3162-3p	0.00	hsa-mir-3162	0.00	0	0
hsa-miR-3163	28.00	hsa-mir-3163	28.00	28.00	1.45
hsa-miR-3164	0.00	hsa-mir-3164	0.00	0	0
hsa-miR-3165	7.00	hsa-mir-3165	7.00	7.00	0.36
hsa-miR-3166	9.00	hsa-mir-3166	9.00	9.00	0.47
hsa-miR-3167	8.00	hsa-mir-3167	8.00	8.00	0.41
hsa-miR-3168	0.00	hsa-mir-3168	0.00	0	0
hsa-miR-3169	1.00	hsa-mir-3169	1.00	1.00	0.05
hsa-miR-3170	1.00	hsa-mir-3170	1.00	1.00	0.05
hsa-miR-3171	0.00	hsa-mir-3171	0.00	0	0
hsa-miR-3173-5p	6.00	hsa-mir-3173	6.00	6.00	0.31
hsa-miR-3173-3p	6.00	hsa-mir-3173	6.00	6.00	0.31
hsa-miR-3174	17.00	hsa-mir-3174	17.00	17.00	0.88
hsa-miR-3175	4.00	hsa-mir-3175	4.00	4.00	0.21
hsa-miR-3176	1808.00	hsa-mir-3176	1808.00	1808.00	93.43
hsa-miR-3177-5p	20.00	hsa-mir-3177	20.00	20.00	1.03
hsa-miR-3177-3p	52.00	hsa-mir-3177	52.00	52.00	2.69
hsa-miR-3178	0.00	hsa-mir-3178	0.00	0	0
hsa-miR-3179	0.00	hsa-mir-3179-1	0.00	0	0
hsa-miR-3179	0.00	hsa-mir-3179-2	0.00	0	0
hsa-miR-3179	0.00	hsa-mir-3179-3	0.00	0	0
hsa-miR-3179	0.00	hsa-mir-3179-4	0.00	0	0
hsa-miR-3180-5p	1591.00	hsa-mir-3180-1	1591.00	1591.00	82.21
hsa-miR-3180-3p	5924.00	hsa-mir-3180-1	5924.00	5924.00	306.12
hsa-miR-3180	5924.00	hsa-mir-3180-1	5924.00	5924.00	306.12
hsa-miR-3180-5p	1591.00	hsa-mir-3180-2	1591.00	1591.00	82.21
hsa-miR-3180-3p	5924.00	hsa-mir-3180-2	5924.00	5924.00	306.12
hsa-miR-3180	5924.00	hsa-mir-3180-2	5924.00	5924.00	306.12
hsa-miR-3180-5p	1591.00	hsa-mir-3180-3	1591.00	1591.00	82.21
hsa-miR-3180-3p	5924.00	hsa-mir-3180-3	5924.00	5924.00	306.12
hsa-miR-3180	5924.00	hsa-mir-3180-3	5924.00	5924.00	306.12
hsa-miR-3180-3p	5924.00	hsa-mir-3180-4	5924.00	5924.00	306.12
hsa-miR-3180	5924.00	hsa-mir-3180-4	5924.00	5924.00	306.12
hsa-miR-3180-3p	5924.00	hsa-mir-3180-5	5924.00	5924.00	306.12
hsa-miR-3180	5924.00	hsa-mir-3180-5	5924.00	5924.00	306.12
hsa-miR-3181	14.00	hsa-mir-3181	14.00	14.00	0.72
hsa-miR-3182	0.00	hsa-mir-3182	0.00	0	0
hsa-miR-3183	3.00	hsa-mir-3183	3.00	3.00	0.16
hsa-miR-3184-5p	0.00	hsa-mir-3184	0.00	0	0
hsa-miR-3184-3p	0.00	hsa-mir-3184	0.00	0	0
hsa-miR-3185	0.00	hsa-mir-3185	0.00	0	0
hsa-miR-3186-5p	0.00	hsa-mir-3186	0.00	0	0
hsa-miR-3186-3p	0.00	hsa-mir-3186	0.00	0	0
hsa-miR-3187-5p	13.00	hsa-mir-3187	13.00	13.00	0.67
hsa-miR-3187-3p	248.00	hsa-mir-3187	248.00	248.00	12.82
hsa-miR-3188	15.00	hsa-mir-3188	15.00	15.00	0.78
hsa-miR-3189-5p	0.00	hsa-mir-3189	0.00	0	0
hsa-miR-3189-3p	0.00	hsa-mir-3189	0.00	0	0
hsa-miR-3190-5p	0.00	hsa-mir-3190	0.00	0	0
hsa-miR-3190-3p	1.00	hsa-mir-3190	1.00	1.00	0.05
hsa-miR-3191-5p	0.00	hsa-mir-3191	0.00	0	0
hsa-miR-3191-3p	1.00	hsa-mir-3191	1.00	1.00	0.05
hsa-miR-3192-5p	3.00	hsa-mir-3192	3.00	3.00	0.16
hsa-miR-3192-3p	2.00	hsa-mir-3192	2.00	2.00	0.10
hsa-miR-3193	0.00	hsa-mir-3193	0.00	0	0
hsa-miR-3194-5p	824.00	hsa-mir-3194	824.00	824.00	42.58
hsa-miR-3194-3p	109.00	hsa-mir-3194	109.00	109.00	5.63
hsa-miR-3195	0.00	hsa-mir-3195	0.00	0	0
hsa-miR-3196	1.00	hsa-mir-3196	1.00	1.00	0.05
hsa-miR-3197	0.00	hsa-mir-3197	0.00	0	0
hsa-miR-3198	0.00	hsa-mir-3198-1	0.00	0	0
hsa-miR-3198	0.00	hsa-mir-3198-2	0.00	0	0
hsa-miR-3199	2.00	hsa-mir-3199-1	2.00	2.00	0.10
hsa-miR-3199	2.00	hsa-mir-3199-2	2.00	2.00	0.10
hsa-miR-32-5p	783.00	hsa-mir-32	783.00	783.00	40.46
hsa-miR-32-3p	654.00	hsa-mir-32	654.00	654.00	33.79
hsa-miR-3200-5p	6.00	hsa-mir-3200	6.00	6.00	0.31
hsa-miR-3200-3p	110.00	hsa-mir-3200	110.00	110.00	5.68
hsa-miR-3201	0.00	hsa-mir-3201	0.00	0	0
hsa-miR-3202	3.00	hsa-mir-3202-1	3.00	3.00	0.16
hsa-miR-3202	0.00	hsa-mir-3202-2	0.00	0	0
hsa-miR-320a-5p	7.00	hsa-mir-320a	7.00	7.00	0.36
hsa-miR-320a-3p	22173.00	hsa-mir-320a	22173.00	22173.00	1145.76
hsa-miR-320b	1522.00	hsa-mir-320b-1	1522.00	1522.00	78.65
hsa-miR-320b	1534.00	hsa-mir-320b-2	1534.00	1534.00	79.27
hsa-miR-320c	508.00	hsa-mir-320c-1	508.00	508.00	26.25
hsa-miR-320c	520.00	hsa-mir-320c-2	520.00	520.00	26.87
hsa-miR-320d	261.00	hsa-mir-320d-1	261.00	261.00	13.49
hsa-miR-320d	254.00	hsa-mir-320d-2	254.00	254.00	13.13
hsa-miR-320e	5.00	hsa-mir-320e	5.00	5.00	0.26
hsa-miR-323a-5p	1.00	hsa-mir-323a	1.00	1.00	0.05
hsa-miR-323a-3p	15.00	hsa-mir-323a	15.00	15.00	0.78
hsa-miR-323b-5p	0.00	hsa-mir-323b	0.00	0	0
hsa-miR-323b-3p	23.00	hsa-mir-323b	23.00	23.00	1.19
hsa-miR-324-5p	761.00	hsa-mir-324	761.00	761.00	39.32
hsa-miR-324-3p	927.00	hsa-mir-324	927.00	927.00	47.90
hsa-miR-325	0.00	hsa-mir-325	0.00	0	0
hsa-miR-326	318.00	hsa-mir-326	318.00	318.00	16.43
hsa-miR-328-5p	4.00	hsa-mir-328	4.00	4.00	0.21
hsa-miR-328-3p	410.00	hsa-mir-328	410.00	410.00	21.19
hsa-miR-329-5p	0.00	hsa-mir-329-1	0.00	0	0
hsa-miR-329-3p	0.00	hsa-mir-329-1	0.00	0	0
hsa-miR-329-5p	0.00	hsa-mir-329-2	0.00	0	0
hsa-miR-329-3p	0.00	hsa-mir-329-2	0.00	0	0
hsa-miR-330-5p	4406.00	hsa-mir-330	4406.00	4406.00	227.67
hsa-miR-330-3p	679.00	hsa-mir-330	679.00	679.00	35.09
hsa-miR-331-5p	326.00	hsa-mir-331	326.00	326.00	16.85
hsa-miR-331-3p	2262.00	hsa-mir-331	2262.00	2262.00	116.89
hsa-miR-335-5p	339.00	hsa-mir-335	339.00	339.00	17.52
hsa-miR-335-3p	2176.00	hsa-mir-335	2176.00	2176.00	112.44
hsa-miR-337-5p	0.00	hsa-mir-337	0.00	0	0
hsa-miR-337-3p	0.00	hsa-mir-337	0.00	0	0
hsa-miR-338-5p	89.00	hsa-mir-338	89.00	89.00	4.60
hsa-miR-338-3p	255.00	hsa-mir-338	255.00	255.00	13.18
hsa-miR-339-5p	1249.00	hsa-mir-339	1249.00	1249.00	64.54
hsa-miR-339-3p	4268.00	hsa-mir-339	4268.00	4268.00	220.54
hsa-miR-33a-5p	325.00	hsa-mir-33a	325.00	325.00	16.79
hsa-miR-33a-3p	77.00	hsa-mir-33a	77.00	77.00	3.98
hsa-miR-33b-5p	179.00	hsa-mir-33b	179.00	179.00	9.25
hsa-miR-33b-3p	1458.00	hsa-mir-33b	1458.00	1458.00	75.34
hsa-miR-340-5p	7332.00	hsa-mir-340	7332.00	7332.00	378.87
hsa-miR-340-3p	409.00	hsa-mir-340	409.00	409.00	21.13
hsa-miR-342-5p	69.00	hsa-mir-342	69.00	69.00	3.57
hsa-miR-342-3p	1692.00	hsa-mir-342	1692.00	1692.00	87.43
hsa-miR-345-5p	15403.00	hsa-mir-345	15403.00	15403.00	795.93
hsa-miR-345-3p	8.00	hsa-mir-345	8.00	8.00	0.41
hsa-miR-346	19.00	hsa-mir-346	19.00	19.00	0.98
hsa-miR-34a-5p	6582.00	hsa-mir-34a	6582.00	6582.00	340.12
hsa-miR-34a-3p	305.00	hsa-mir-34a	305.00	305.00	15.76
hsa-miR-34b-5p	7.00	hsa-mir-34b	7.00	7.00	0.36
hsa-miR-34b-3p	8.00	hsa-mir-34b	8.00	8.00	0.41
hsa-miR-34c-5p	75.00	hsa-mir-34c	75.00	75.00	3.88
hsa-miR-34c-3p	0.00	hsa-mir-34c	0.00	0	0
hsa-miR-3529-5p	1.00	hsa-mir-3529	1.00	1.00	0.05
hsa-miR-3529-3p	1.00	hsa-mir-3529	1.00	1.00	0.05
hsa-miR-3605-5p	579.00	hsa-mir-3605	579.00	579.00	29.92
hsa-miR-3605-3p	773.00	hsa-mir-3605	773.00	773.00	39.94
hsa-miR-3606-5p	0.00	hsa-mir-3606	0.00	0	0
hsa-miR-3606-3p	0.00	hsa-mir-3606	0.00	0	0
hsa-miR-3609	20.00	hsa-mir-3609	20.00	20.00	1.03
hsa-miR-361-5p	3672.00	hsa-mir-361	3672.00	3672.00	189.75
hsa-miR-361-3p	3401.00	hsa-mir-361	3401.00	3401.00	175.74
hsa-miR-3610	2.00	hsa-mir-3610	2.00	2.00	0.10
hsa-miR-3611	18.00	hsa-mir-3611	18.00	18.00	0.93
hsa-miR-3612	0.00	hsa-mir-3612	0.00	0	0
hsa-miR-3613-5p	96.00	hsa-mir-3613	96.00	96.00	4.96
hsa-miR-3613-3p	23.00	hsa-mir-3613	23.00	23.00	1.19
hsa-miR-3614-5p	71.00	hsa-mir-3614	71.00	71.00	3.67
hsa-miR-3614-3p	2.00	hsa-mir-3614	2.00	2.00	0.10
hsa-miR-3615	1154.00	hsa-mir-3615	1154.00	1154.00	59.63
hsa-miR-3616-5p	0.00	hsa-mir-3616	0.00	0	0
hsa-miR-3616-3p	0.00	hsa-mir-3616	0.00	0	0
hsa-miR-3617-5p	3.00	hsa-mir-3617	3.00	3.00	0.16
hsa-miR-3617-3p	2.00	hsa-mir-3617	2.00	2.00	0.10
hsa-miR-3618	0.00	hsa-mir-3618	0.00	0	0
hsa-miR-3619-5p	22.00	hsa-mir-3619	22.00	22.00	1.14
hsa-miR-3619-3p	2.00	hsa-mir-3619	2.00	2.00	0.10
hsa-miR-362-5p	505.00	hsa-mir-362	505.00	505.00	26.10
hsa-miR-362-3p	62.00	hsa-mir-362	62.00	62.00	3.20
hsa-miR-3620-5p	12.00	hsa-mir-3620	12.00	12.00	0.62
hsa-miR-3620-3p	51.00	hsa-mir-3620	51.00	51.00	2.64
hsa-miR-3621	0.00	hsa-mir-3621	0.00	0	0
hsa-miR-3622a-5p	0.00	hsa-mir-3622a	0.00	0	0
hsa-miR-3622a-3p	0.00	hsa-mir-3622a	0.00	0	0
hsa-miR-3622b-5p	0.00	hsa-mir-3622b	0.00	0	0
hsa-miR-3622b-3p	0.00	hsa-mir-3622b	0.00	0	0
hsa-miR-363-5p	1.00	hsa-mir-363	1.00	1.00	0.05
hsa-miR-363-3p	1152.00	hsa-mir-363	1152.00	1152.00	59.53
hsa-miR-3646	0.00	hsa-mir-3646	0.00	0	0
hsa-miR-3648	4.00	hsa-mir-3648-1	4.00	4.00	0.21
hsa-miR-3648	4.00	hsa-mir-3648-2	4.00	4.00	0.21
hsa-miR-3649	0.00	hsa-mir-3649	0.00	0	0
hsa-miR-3650	0.00	hsa-mir-3650	0.00	0	0
hsa-miR-3651	38.00	hsa-mir-3651	38.00	38.00	1.96
hsa-miR-3652	2.00	hsa-mir-3652	2.00	2.00	0.10
hsa-miR-3654	0.00	hsa-mir-3654	0.00	0	0
hsa-miR-3655	0.00	hsa-mir-3655	0.00	0	0
hsa-miR-3657	1.00	hsa-mir-3657	1.00	1.00	0.05
hsa-miR-3658	0.00	hsa-mir-3658	0.00	0	0
hsa-miR-3659	3.00	hsa-mir-3659	3.00	3.00	0.16
hsa-miR-365a-5p	33.00	hsa-mir-365a	33.00	33.00	1.71
hsa-miR-365a-3p	1826.00	hsa-mir-365a	1826.00	1826.00	94.36
hsa-miR-365b-3p	1826.00	hsa-mir-365a	1826.00	1826.00	94.36
hsa-miR-365a-3p	1826.00	hsa-mir-365b	1826.00	1826.00	94.36
hsa-miR-365b-5p	178.00	hsa-mir-365b	178.00	178.00	9.20
hsa-miR-365b-3p	1826.00	hsa-mir-365b	1826.00	1826.00	94.36
hsa-miR-3660	9.00	hsa-mir-3660	9.00	9.00	0.47
hsa-miR-3661	63.00	hsa-mir-3661	63.00	63.00	3.26
hsa-miR-3662	28.00	hsa-mir-3662	28.00	28.00	1.45
hsa-miR-3663-5p	0.00	hsa-mir-3663	0.00	0	0
hsa-miR-3663-3p	0.00	hsa-mir-3663	0.00	0	0
hsa-miR-3664-5p	0.00	hsa-mir-3664	0.00	0	0
hsa-miR-3664-3p	0.00	hsa-mir-3664	0.00	0	0
hsa-miR-3665	0.00	hsa-mir-3665	0.00	0	0
hsa-miR-3666	0.00	hsa-mir-3666	0.00	0	0
hsa-miR-3667-5p	0.00	hsa-mir-3667	0.00	0	0
hsa-miR-3667-3p	0.00	hsa-mir-3667	0.00	0	0
hsa-miR-3668	0.00	hsa-mir-3668	0.00	0	0
hsa-miR-367-5p	0.00	hsa-mir-367	0.00	0	0
hsa-miR-367-3p	0.00	hsa-mir-367	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-1	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-2	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-3	0.00	0	0
hsa-miR-3670	0.00	hsa-mir-3670-4	0.00	0	0
hsa-miR-3671	0.00	hsa-mir-3671	0.00	0	0
hsa-miR-3672	0.00	hsa-mir-3672	0.00	0	0
hsa-miR-3674	0.00	hsa-mir-3674	0.00	0	0
hsa-miR-3675-5p	0.00	hsa-mir-3675	0.00	0	0
hsa-miR-3675-3p	0.00	hsa-mir-3675	0.00	0	0
hsa-miR-3677-5p	6.00	hsa-mir-3677	6.00	6.00	0.31
hsa-miR-3677-3p	365.00	hsa-mir-3677	365.00	365.00	18.86
hsa-miR-3678-5p	0.00	hsa-mir-3678	0.00	0	0
hsa-miR-3678-3p	0.00	hsa-mir-3678	0.00	0	0
hsa-miR-3679-5p	54.00	hsa-mir-3679	54.00	54.00	2.79
hsa-miR-3679-3p	4.00	hsa-mir-3679	4.00	4.00	0.21
hsa-miR-3680-5p	1.00	hsa-mir-3680-1	1.00	1.00	0.05
hsa-miR-3680-3p	0.00	hsa-mir-3680-1	0.00	0	0
hsa-miR-3680-5p	1.00	hsa-mir-3680-2	1.00	1.00	0.05
hsa-miR-3680-3p	0.00	hsa-mir-3680-2	0.00	0	0
hsa-miR-3681-5p	52.00	hsa-mir-3681	52.00	52.00	2.69
hsa-miR-3681-3p	0.00	hsa-mir-3681	0.00	0	0
hsa-miR-3682-5p	2.00	hsa-mir-3682	2.00	2.00	0.10
hsa-miR-3682-3p	5.00	hsa-mir-3682	5.00	5.00	0.26
hsa-miR-3683	0.00	hsa-mir-3683	0.00	0	0
hsa-miR-3684	25.00	hsa-mir-3684	25.00	25.00	1.29
hsa-miR-3685	5.00	hsa-mir-3685	5.00	5.00	0.26
hsa-miR-3686	0.00	hsa-mir-3686	0.00	0	0
hsa-miR-3688-5p	0.00	hsa-mir-3688-1	0.00	0	0
hsa-miR-3688-3p	19.00	hsa-mir-3688-1	19.00	19.00	0.98
hsa-miR-3688-5p	0.00	hsa-mir-3688-2	0.00	0	0
hsa-miR-3688-3p	19.00	hsa-mir-3688-2	19.00	19.00	0.98
hsa-miR-3689a-5p	4.00	hsa-mir-3689a	4.00	4.00	0.21
hsa-miR-3689a-3p	0.00	hsa-mir-3689a	0.00	0	0
hsa-miR-3689b-5p	4.00	hsa-mir-3689a	4.00	4.00	0.21
hsa-miR-3689e	4.00	hsa-mir-3689a	4.00	4.00	0.21
hsa-miR-3689a-5p	4.00	hsa-mir-3689b	4.00	4.00	0.21
hsa-miR-3689b-5p	4.00	hsa-mir-3689b	4.00	4.00	0.21
hsa-miR-3689b-3p	0.00	hsa-mir-3689b	0.00	0	0
hsa-miR-3689c	0.00	hsa-mir-3689b	0.00	0	0
hsa-miR-3689e	4.00	hsa-mir-3689b	4.00	4.00	0.21
hsa-miR-3689a-3p	0.00	hsa-mir-3689c	0.00	0	0
hsa-miR-3689b-3p	0.00	hsa-mir-3689c	0.00	0	0
hsa-miR-3689c	0.00	hsa-mir-3689c	0.00	0	0
hsa-miR-3689d	0.00	hsa-mir-3689d-1	0.00	0	0
hsa-miR-3689d	0.00	hsa-mir-3689d-2	0.00	0	0
hsa-miR-3689a-5p	4.00	hsa-mir-3689e	4.00	4.00	0.21
hsa-miR-3689b-5p	4.00	hsa-mir-3689e	4.00	4.00	0.21
hsa-miR-3689e	4.00	hsa-mir-3689e	4.00	4.00	0.21
hsa-miR-3689f	10.00	hsa-mir-3689f	10.00	10.00	0.52
hsa-miR-369-5p	25.00	hsa-mir-369	25.00	25.00	1.29
hsa-miR-369-3p	44.00	hsa-mir-369	44.00	44.00	2.27
hsa-miR-3690	0.00	hsa-mir-3690-1	0.00	0	0
hsa-miR-3690	0.00	hsa-mir-3690-2	0.00	0	0
hsa-miR-3691-5p	47.00	hsa-mir-3691	47.00	47.00	2.43
hsa-miR-3691-3p	0.00	hsa-mir-3691	0.00	0	0
hsa-miR-3692-5p	0.00	hsa-mir-3692	0.00	0	0
hsa-miR-3692-3p	0.00	hsa-mir-3692	0.00	0	0
hsa-miR-370-5p	1.00	hsa-mir-370	1.00	1.00	0.05
hsa-miR-370-3p	1.00	hsa-mir-370	1.00	1.00	0.05
hsa-miR-3713	0.00	hsa-mir-3713	0.00	0	0
hsa-miR-3714	0.00	hsa-mir-3714	0.00	0	0
hsa-miR-371a-5p	33.00	hsa-mir-371a	33.00	33.00	1.71
hsa-miR-371a-3p	0.00	hsa-mir-371a	0.00	0	0
hsa-miR-371b-5p	0.00	hsa-mir-371b	0.00	0	0
hsa-miR-371b-3p	0.00	hsa-mir-371b	0.00	0	0
hsa-miR-372-5p	1.00	hsa-mir-372	1.00	1.00	0.05
hsa-miR-372-3p	14.00	hsa-mir-372	14.00	14.00	0.72
hsa-miR-373-5p	0.00	hsa-mir-373	0.00	0	0
hsa-miR-373-3p	22.00	hsa-mir-373	22.00	22.00	1.14
hsa-miR-374a-5p	2595.00	hsa-mir-374a	2595.00	2595.00	134.09
hsa-miR-374a-3p	7238.00	hsa-mir-374a	7238.00	7238.00	374.01
hsa-miR-374b-5p	628.00	hsa-mir-374b	628.00	628.00	32.45
hsa-miR-374b-3p	480.00	hsa-mir-374b	480.00	480.00	24.80
hsa-miR-374c-5p	5.00	hsa-mir-374c	5.00	5.00	0.26
hsa-miR-374c-3p	0.00	hsa-mir-374c	0.00	0	0
hsa-miR-375-5p	0.00	hsa-mir-375	0.00	0	0
hsa-miR-375-3p	22.00	hsa-mir-375	22.00	22.00	1.14
hsa-miR-376a-5p	12.00	hsa-mir-376a-1	12.00	12.00	0.62
hsa-miR-376a-3p	19.00	hsa-mir-376a-1	19.00	19.00	0.98
hsa-miR-376a-3p	19.00	hsa-mir-376a-2	19.00	19.00	0.98
hsa-miR-376a-2-5p	0.00	hsa-mir-376a-2	0.00	0	0
hsa-miR-376b-5p	0.00	hsa-mir-376b	0.00	0	0
hsa-miR-376b-3p	19.00	hsa-mir-376b	19.00	19.00	0.98
hsa-miR-376c-5p	0.00	hsa-mir-376c	0.00	0	0
hsa-miR-376c-3p	27.00	hsa-mir-376c	27.00	27.00	1.40
hsa-miR-377-5p	7.00	hsa-mir-377	7.00	7.00	0.36
hsa-miR-377-3p	9.00	hsa-mir-377	9.00	9.00	0.47
hsa-miR-378a-5p	884.00	hsa-mir-378a	884.00	884.00	45.68
hsa-miR-378a-3p	55722.00	hsa-mir-378a	55722.00	55722.00	2879.37
hsa-miR-378b	11.00	hsa-mir-378b	11.00	11.00	0.57
hsa-miR-378c	3236.00	hsa-mir-378c	3236.00	3236.00	167.22
hsa-miR-378d	479.00	hsa-mir-378d-1	479.00	479.00	24.75
hsa-miR-378d	491.00	hsa-mir-378d-2	491.00	491.00	25.37
hsa-miR-378e	6.00	hsa-mir-378e	6.00	6.00	0.31
hsa-miR-378f	35.00	hsa-mir-378f	35.00	35.00	1.81
hsa-miR-378g	14.00	hsa-mir-378g	14.00	14.00	0.72
hsa-miR-378h	1.00	hsa-mir-378h	1.00	1.00	0.05
hsa-miR-378i	13.00	hsa-mir-378i	13.00	13.00	0.67
hsa-miR-378j	0.00	hsa-mir-378j	0.00	0	0
hsa-miR-379-5p	6.00	hsa-mir-379	6.00	6.00	0.31
hsa-miR-379-3p	5.00	hsa-mir-379	5.00	5.00	0.26
hsa-miR-380-5p	0.00	hsa-mir-380	0.00	0	0
hsa-miR-380-3p	2.00	hsa-mir-380	2.00	2.00	0.10
hsa-miR-381-5p	0.00	hsa-mir-381	0.00	0	0
hsa-miR-381-3p	263.00	hsa-mir-381	263.00	263.00	13.59
hsa-miR-382-5p	15.00	hsa-mir-382	15.00	15.00	0.78
hsa-miR-382-3p	5.00	hsa-mir-382	5.00	5.00	0.26
hsa-miR-383-5p	2.00	hsa-mir-383	2.00	2.00	0.10
hsa-miR-383-3p	0.00	hsa-mir-383	0.00	0	0
hsa-miR-384	0.00	hsa-mir-384	0.00	0	0
hsa-miR-3907	0.00	hsa-mir-3907	0.00	0	0
hsa-miR-3908	0.00	hsa-mir-3908	0.00	0	0
hsa-miR-3909	140.00	hsa-mir-3909	140.00	140.00	7.23
hsa-miR-3910	0.00	hsa-mir-3910-1	0.00	0	0
hsa-miR-3910	0.00	hsa-mir-3910-2	0.00	0	0
hsa-miR-3911	5.00	hsa-mir-3911	5.00	5.00	0.26
hsa-miR-3912-5p	1.00	hsa-mir-3912	1.00	1.00	0.05
hsa-miR-3912-3p	67.00	hsa-mir-3912	67.00	67.00	3.46
hsa-miR-3913-5p	25.00	hsa-mir-3913-1	25.00	25.00	1.29
hsa-miR-3913-3p	2.00	hsa-mir-3913-1	2.00	2.00	0.10
hsa-miR-3913-5p	25.00	hsa-mir-3913-2	25.00	25.00	1.29
hsa-miR-3913-3p	2.00	hsa-mir-3913-2	2.00	2.00	0.10
hsa-miR-3914	0.00	hsa-mir-3914-1	0.00	0	0
hsa-miR-3914	0.00	hsa-mir-3914-2	0.00	0	0
hsa-miR-3915	0.00	hsa-mir-3915	0.00	0	0
hsa-miR-3916	27.00	hsa-mir-3916	27.00	27.00	1.40
hsa-miR-3917	8.00	hsa-mir-3917	8.00	8.00	0.41
hsa-miR-3918	1.00	hsa-mir-3918	1.00	1.00	0.05
hsa-miR-3919	0.00	hsa-mir-3919	0.00	0	0
hsa-miR-3920	0.00	hsa-mir-3920	0.00	0	0
hsa-miR-3921	0.00	hsa-mir-3921	0.00	0	0
hsa-miR-3922-5p	0.00	hsa-mir-3922	0.00	0	0
hsa-miR-3922-3p	4.00	hsa-mir-3922	4.00	4.00	0.21
hsa-miR-3923	0.00	hsa-mir-3923	0.00	0	0
hsa-miR-3924	0.00	hsa-mir-3924	0.00	0	0
hsa-miR-3925-5p	0.00	hsa-mir-3925	0.00	0	0
hsa-miR-3925-3p	0.00	hsa-mir-3925	0.00	0	0
hsa-miR-3926	0.00	hsa-mir-3926-1	0.00	0	0
hsa-miR-3926	0.00	hsa-mir-3926-2	0.00	0	0
hsa-miR-3927-5p	0.00	hsa-mir-3927	0.00	0	0
hsa-miR-3927-3p	0.00	hsa-mir-3927	0.00	0	0
hsa-miR-3928-5p	0.00	hsa-mir-3928	0.00	0	0
hsa-miR-3928-3p	34.00	hsa-mir-3928	34.00	34.00	1.76
hsa-miR-3929	10.00	hsa-mir-3929	10.00	10.00	0.52
hsa-miR-3934-5p	58.00	hsa-mir-3934	58.00	58.00	3.00
hsa-miR-3934-3p	1.00	hsa-mir-3934	1.00	1.00	0.05
hsa-miR-3935	258.00	hsa-mir-3935	258.00	258.00	13.33
hsa-miR-3936	1.00	hsa-mir-3936	1.00	1.00	0.05
hsa-miR-3937	0.00	hsa-mir-3937	0.00	0	0
hsa-miR-3938	2.00	hsa-mir-3938	2.00	2.00	0.10
hsa-miR-3939	18.00	hsa-mir-3939	18.00	18.00	0.93
hsa-miR-3940-5p	9.00	hsa-mir-3940	9.00	9.00	0.47
hsa-miR-3940-3p	106.00	hsa-mir-3940	106.00	106.00	5.48
hsa-miR-3941	3.00	hsa-mir-3941	3.00	3.00	0.16
hsa-miR-3942-5p	22.00	hsa-mir-3942	22.00	22.00	1.14
hsa-miR-3942-3p	28.00	hsa-mir-3942	28.00	28.00	1.45
hsa-miR-3943	0.00	hsa-mir-3943	0.00	0	0
hsa-miR-3944-5p	4.00	hsa-mir-3944	4.00	4.00	0.21
hsa-miR-3944-3p	15.00	hsa-mir-3944	15.00	15.00	0.78
hsa-miR-3945	8.00	hsa-mir-3945	8.00	8.00	0.41
hsa-miR-3960	67.00	hsa-mir-3960	67.00	67.00	3.46
hsa-miR-3972	0.00	hsa-mir-3972	0.00	0	0
hsa-miR-3973	0.00	hsa-mir-3973	0.00	0	0
hsa-miR-3974	0.00	hsa-mir-3974	0.00	0	0
hsa-miR-3975	0.00	hsa-mir-3975	0.00	0	0
hsa-miR-3976	0.00	hsa-mir-3976	0.00	0	0
hsa-miR-3977	0.00	hsa-mir-3977	0.00	0	0
hsa-miR-3978	0.00	hsa-mir-3978	0.00	0	0
hsa-miR-409-5p	64.00	hsa-mir-409	64.00	64.00	3.31
hsa-miR-409-3p	325.00	hsa-mir-409	325.00	325.00	16.79
hsa-miR-410-5p	1.00	hsa-mir-410	1.00	1.00	0.05
hsa-miR-410-3p	388.00	hsa-mir-410	388.00	388.00	20.05
hsa-miR-411-5p	475.00	hsa-mir-411	475.00	475.00	24.55
hsa-miR-411-3p	5.00	hsa-mir-411	5.00	5.00	0.26
hsa-miR-412-5p	6.00	hsa-mir-412	6.00	6.00	0.31
hsa-miR-412-3p	0.00	hsa-mir-412	0.00	0	0
hsa-miR-421	4536.00	hsa-mir-421	4536.00	4536.00	234.39
hsa-miR-422a	26.00	hsa-mir-422a	26.00	26.00	1.34
hsa-miR-423-5p	31286.00	hsa-mir-423	31286.00	31286.00	1616.67
hsa-miR-423-3p	72782.00	hsa-mir-423	72782.00	72782.00	3760.92
hsa-miR-424-5p	1132.00	hsa-mir-424	1132.00	1132.00	58.49
hsa-miR-424-3p	1615.00	hsa-mir-424	1615.00	1615.00	83.45
hsa-miR-425-5p	17668.00	hsa-mir-425	17668.00	17668.00	912.97
hsa-miR-425-3p	2308.00	hsa-mir-425	2308.00	2308.00	119.26
hsa-miR-4251	0.00	hsa-mir-4251	0.00	0	0
hsa-miR-4252	0.00	hsa-mir-4252	0.00	0	0
hsa-miR-4253	0.00	hsa-mir-4253	0.00	0	0
hsa-miR-4254	1.00	hsa-mir-4254	1.00	1.00	0.05
